trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
No Urgent Place,Friend(s),Sunny,77.69181454940693,6PM,2h,Female,31,Married partner,1.0104295419618643,Some college - no degree,Education&Training&Library,$50000 - $62499,,1,-0.17943973124108437,1,0.16616291736977995,0.28103793683919065,0.643072688003446,115
No Urgent Place,Alone,Sunny,55.20026823775343,10PM,1d,Female,31,Widowed,0.0012049774898633871,Some college - no degree,Computer & Mathematical,$100000 or More,,1,1.1478654349206563,0,0.10565445558291249,0.6766843758692813,0.5124769050487885,116
Work,Friend(s),Snowy,29.018394295538744,2PM,1d,Male,21,Single,-0.01788827859273841,Some college - no degree,Sales & Related,$37500 - $49999,,1,-0.5786006652032759,2,0.09484799800868801,0.2565886698373842,0.8703237792672678,117
Home,Alone,Rainy,55.86621075789588,10PM,2h,Male,50plus,Married partner,0.9923819038166408,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,,0,0.17662132806705477,2,0.1873170320788928,1.0999424654658185,0.035984335249025556,118
Home,Alone,Sunny,80.00232422849213,6PM,2h,Female,21,Single,-0.01358395885207076,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,0,-0.9378770142438456,2,0.42521174783041304,1.2062836132916137,0.8061065339948567,119
No Urgent Place,Friend(s),Sunny,55.538988659075955,2PM,1d,Female,31,Married partner,0.006434806323264166,Some college - no degree,Computer & Mathematical,$100000 or More,,1,0.8088068426675753,2,0.4170658135489589,0.555079034358416,0.8863637470698,120
Work,Alone,Sunny,54.65027011855538,7AM,2h,Male,36,Married partner,0.9995126984558027,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,,0,-1.0797722154325529,0,0.08793563900067744,0.297758380966047,0.6654174264850033,121
Home,Alone,Sunny,82.21517181532427,6PM,1d,Female,26,Married partner,0.030348887208336468,Some college - no degree,Management,$37500 - $49999,,1,-0.26136014113709743,0,0.32418307717078954,1.0704158864359694,0.8965579634660314,122
Work,Alone,Sunny,56.3768563929895,7AM,1d,Male,26,Unmarried partner,-0.0115476838760419,High School Graduate,Student,$50000 - $62499,,1,0.9163080506941816,1,0.2224914949847257,0.8699976738155074,0.0536115309025893,123
No Urgent Place,Friend(s),Sunny,80.03070201080229,2PM,1d,Male,50plus,Single,0.031911993429143644,Some college - no degree,Office & Administrative Support,$12500 - $24999,,1,-0.5383458047459603,0,0.03517933543766856,1.5582725835412363,0.0643933865082379,124
Home,Partner,Sunny,77.97751570117936,6PM,1d,Male,26,Unmarried partner,-0.036020730459903796,Bachelors degree,Sales & Related,$75000 - $87499,,0,1.3337352579027355,0,0.17801364090567867,0.8155357591272822,0.0806276925403262,125
Home,Alone,Sunny,79.74947645234444,10PM,1d,Male,26,Single,-0.030859789864756692,Associates degree,Unemployed,$100000 or More,,1,-0.7146271491716268,2,0.17619569356525722,0.13312198225593155,0.1390314606054157,126
Home,Alone,Snowy,29.325152583343428,10PM,1d,Male,41,Divorced,0.9829091615242025,High School Graduate,Sales & Related,$25000 - $37499,,1,0.4370109446152937,1,0.46697108157596595,1.2670597939785662,0.9639787408328498,127
No Urgent Place,Friend(s),Sunny,54.49553970964708,10PM,2h,Male,46,Single,0.0389381795258887,Some college - no degree,Sales & Related,Less than $12500,,0,-1.068509170994739,1,0.6266624743080923,0.5684869400291933,0.6678805892655321,128
No Urgent Place,Partner,Sunny,78.94458776867485,6PM,2h,Male,31,Married partner,0.03698996181453692,Some college - no degree,Retired,$100000 or More,,1,0.42655616523372114,3,0.3367166396256624,1.6861386891692447,0.2952356708360977,129
No Urgent Place,Friend(s),Sunny,78.6455182413963,6PM,2h,Male,36,Married partner,1.0605404685581536,Associates degree,Computer & Mathematical,$100000 or More,,1,0.15161439521808961,3,0.07092314443354777,0.157402097541678,0.5657436885179952,130
Home,Alone,Sunny,80.68203953321446,6PM,2h,Female,26,Married partner,-0.02285534139053505,Associates degree,Management,$12500 - $24999,,0,0.5564064207222541,2,0.44966779028625675,0.8155860431208583,0.7490702732998533,131
Home,Kid(s),Sunny,56.00753366082324,6PM,1d,Female,41,Divorced,0.9983364856371607,Some college - no degree,Protective Service,$25000 - $37499,,1,0.753159863735774,1,0.1359196219610145,1.6085842117690465,0.559327580440627,132
No Urgent Place,Kid(s),Rainy,53.89460827270308,10PM,1d,Male,36,Unmarried partner,0.9673015424436454,Bachelors degree,Retired,$37500 - $49999,,1,0.3516777047151037,1,0.23443745581623188,0.7645218945013698,0.20423268088115587,133
Work,Alone,Sunny,77.90175568111462,7AM,1d,Male,26,Unmarried partner,-0.004753491567913783,Bachelors degree,Legal,$12500 - $24999,,0,1.4936870750724842,2,0.3363774948854279,0.2817128234560708,0.24258414133634154,134
Work,Alone,Sunny,78.2339172815168,7AM,1d,Female,21,Single,-0.045030178545855774,Some college - no degree,Student,Less than $12500,,0,0.3149086460962038,2,0.15682581780493784,1.7726645583822798,0.9854846182435835,135
No Urgent Place,Alone,Sunny,79.72676887767197,10AM,1d,Male,36,Married partner,1.0091031146499894,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,Scooter and motorcycle,0,-0.5868806069784424,3,0.2557145850027209,0.8579403088212151,0.01906443610109254,136
Home,Alone,Sunny,30.248795809738976,7AM,1d,Female,36,Divorced,1.0216115895876539,Bachelors degree,Sales & Related,$12500 - $24999,,0,1.2871901978603901,2,0.37952640975915586,0.6131499039323435,0.3478926495606782,137
No Urgent Place,Friend(s),Sunny,79.14560338304327,10PM,1d,Male,21,Single,-0.005839338608245675,Some college - no degree,Student,$100000 or More,Car that is too old to install Onstar :D,1,0.565102308243176,3,0.31603567883871997,2.3954064626626637,0.45088160589220094,138
Work,Alone,Sunny,80.77614752492856,7AM,2h,Male,50plus,Widowed,0.9950147446230331,Some college - no degree,Arts Design Entertainment Sports & Media,Less than $12500,,0,-0.33666844750843183,0,0.01048879954444955,1.3344508125757175,0.7352904022230415,139
Home,Alone,Sunny,80.49923892625608,6PM,1d,Female,36,Single,0.03447862140238347,High School Graduate,Business & Financial,$12500 - $24999,,1,-0.10256787714240757,2,0.4360331592788713,2.1419925706157867,0.6247122279858306,140
Home,Alone,Sunny,79.49977713592504,10PM,2h,Female,41,Married partner,1.0184376588016182,Bachelors degree,Education&Training&Library,$25000 - $37499,,1,1.2494756370071125,1,0.2822620107637828,1.698119372768268,0.22930593229413043,141
Work,Alone,Sunny,80.22299610170538,10AM,2h,Male,21,Unmarried partner,0.007176799163924134,Some college - no degree,Education&Training&Library,$25000 - $37499,,0,1.6475705512102798,0,0.26145717466738533,0.9299479244348227,0.46151269964538144,142
No Urgent Place,Alone,Sunny,79.75827700899612,7AM,1d,Female,26,Unmarried partner,-0.017836013578682326,Some college - no degree,Management,$37500 - $49999,,0,-2.4333542360460427,1,0.6690837416681047,0.7515463885573793,0.6049021498202545,143
Work,Alone,Sunny,55.51995412461933,7AM,2h,Female,41,Married partner,0.9928422868840001,Bachelors degree,Education&Training&Library,$62500 - $74999,,0,0.36895569694202074,1,0.17416038516029506,2.467044991186321,0.07427427429818034,144
Home,Alone,Sunny,78.94082874086948,6PM,2h,Male,26,Married partner,0.982646411603102,Bachelors degree,Computer & Mathematical,$100000 or More,,1,-0.4077009629035912,3,0.22190648491333415,0.906054552927609,0.4881604339231964,145
No Urgent Place,Alone,Snowy,29.57543578124506,10AM,1d,Female,31,Single,-0.00531019251284228,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,0,0.12797469623173643,0,0.014834165829994543,0.17659713765821175,0.5658389247621929,146
Home,Friend(s),Sunny,80.36572459740007,7AM,2h,Male,26,Unmarried partner,0.0237697474663222,Associates degree,Management,$12500 - $24999,,1,-0.27559669144971277,2,0.210330535915742,0.24732257970442365,0.8384899516115566,147
No Urgent Place,Friend(s),Sunny,30.726064662714965,10PM,1d,Male,41,Married partner,0.979461856995523,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,0,-1.572905194706366,3,0.16796176306540067,0.2941832566576644,0.9419381441854975,148
No Urgent Place,Friend(s),Sunny,80.950440220603,10AM,2h,Male,26,Married partner,-0.021115546864269853,Associates degree,Unemployed,Less than $12500,,1,-0.30258846016382906,3,0.4596810292645441,0.5747102178250728,0.6972107772913549,149
No Urgent Place,Friend(s),Snowy,53.66415674823037,2PM,2h,Female,50plus,Widowed,0.981429553671833,Associates degree,Office & Administrative Support,$75000 - $87499,,1,0.32341418059837557,0,0.7977422864448673,0.6510818316769323,0.3647135025370152,150
Work,Alone,Rainy,54.58342140034362,7AM,1d,Male,46,Single,0.9595275935609618,Bachelors degree,Community & Social Services,$100000 or More,Car that is too old to install Onstar :D,0,0.24743963154936485,2,0.19748603529047207,1.005956777826109,0.7669196818852512,151
No Urgent Place,Friend(s),Sunny,54.54590407031886,2PM,1d,Female,31,Divorced,-0.004075658419101501,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,,1,-1.5992678421893547,0,0.19680641343209498,0.8388625784404218,0.07659139746949672,152
No Urgent Place,Alone,Sunny,53.90374035297196,7AM,2h,Female,31,Unmarried partner,0.9891036858412253,Associates degree,Education&Training&Library,$50000 - $62499,,1,0.3419422730412181,3,0.4982800900603746,1.0256221747724346,0.22687435225563435,153
No Urgent Place,Friend(s),Sunny,81.57547905190222,10AM,2h,Female,26,Married partner,1.0054494517390644,Some college - no degree,Unemployed,$25000 - $37499,,1,0.30182465632448235,1,0.04353886969432645,0.143969511534395,0.9789164709740114,154
Work,Alone,Sunny,54.572591284627265,7AM,1d,Female,31,Unmarried partner,0.01784322773704757,Bachelors degree,Management,$87500 - $99999,Mazda5,1,-0.6747485531801918,0,0.18856970936582299,1.2267135215881397,0.8511764130695393,155
No Urgent Place,Friend(s),Sunny,79.31810289582083,6PM,2h,Female,50plus,Widowed,0.9919541927988028,High School Graduate,Retired,$75000 - $87499,,1,0.6460405983234208,0,0.23158952527860313,3.808849032936454,0.31633939304517134,156
Work,Alone,Sunny,80.41581121398013,7AM,1d,Male,41,Unmarried partner,1.0123348329687585,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,,0,-2.2091694562810207,2,0.413959952369431,0.06622872122548187,0.5846299214968491,157
Home,Alone,Sunny,80.95350267031971,10PM,2h,Female,46,Divorced,0.0350247383347916,Some college - no degree,Installation Maintenance & Repair,$25000 - $37499,,1,-1.4310378640047343,0,0.2940577047011851,0.8804334352810138,0.6172012666148943,158
Work,Alone,Rainy,55.51229546671162,7AM,1d,Male,36,Unmarried partner,-0.008103045598858112,Bachelors degree,Construction & Extraction,$25000 - $37499,,1,0.51711379582226,3,0.28232985881510575,1.1349377741645426,0.8745243391148613,159
No Urgent Place,Friend(s),Sunny,79.24092209809461,2PM,2h,Male,21,Unmarried partner,0.019462363776854296,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,,0,-0.8091060545089697,0,0.17328483693718358,0.28582871048671077,0.7727330035130167,160
No Urgent Place,Partner,Sunny,80.97436953996049,6PM,1d,Male,50plus,Unmarried partner,0.9950203230577049,Associates degree,Retired,$50000 - $62499,,1,-0.43266960134691496,3,0.23546838368908343,0.4448915312889931,0.6242074474377161,161
No Urgent Place,Kid(s),Sunny,55.342932346666615,2PM,1d,Male,36,Married partner,0.9481572939051132,Bachelors degree,Computer & Mathematical,$50000 - $62499,,0,1.015295297608975,0,0.5305760675169616,1.420968102856371,0.6222725885153166,162
Home,Alone,Snowy,29.12908785397547,10PM,2h,Female,50plus,Single,0.9952311983494632,Bachelors degree,Legal,$25000 - $37499,,0,-0.6020727300444731,2,0.3324719241541007,0.434930677059338,0.8309328650679494,163
No Urgent Place,Friend(s),Rainy,54.36309023485142,10PM,1d,Male,36,Unmarried partner,0.9715589348086534,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,,1,1.0722070233919496,2,0.15370665669022363,0.41517489546851316,0.46929258987361633,164
No Urgent Place,Friend(s),Sunny,80.14008068784808,2PM,2h,Male,26,Single,0.00665582592157628,Associates degree,Office & Administrative Support,$62500 - $74999,,1,0.41324865905762775,1,0.22041364128169355,1.344727995230198,0.08569062893936796,165
Home,Alone,Sunny,55.186891269535565,6PM,1d,Female,41,Married partner,0.9899512960031833,Associates degree,Unemployed,$75000 - $87499,,0,2.194959821898061,1,0.11090698296695087,1.2950722317545396,0.3872052666457503,166
Home,Partner,Sunny,80.82230587225739,6PM,1d,Male,31,Married partner,0.014649886221819251,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1,1.1193909405132823,2,0.09860024420070204,0.33592823698992136,0.6405448475175386,167
No Urgent Place,Alone,Sunny,79.53074138887213,10AM,1d,Female,26,Unmarried partner,-0.002593374268769004,Some college - no degree,Student,$25000 - $37499,,0,-0.8428330306667579,1,0.2139037061829547,0.9906242599110148,0.6112088303844914,168
No Urgent Place,Friend(s),Sunny,29.954792257881618,10PM,2h,Female,31,Married partner,1.0210842491943768,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,1,0.47847123115324686,2,0.5097168463213376,2.268673972344773,0.9419948379912747,169
No Urgent Place,Friend(s),Sunny,77.9744862465136,10AM,2h,Male,21,Single,0.0671880957679045,Bachelors degree,Life Physical Social Science,$87500 - $99999,,1,0.5625959818375579,0,0.3219649307990336,0.3752150364932624,0.9322536031677293,170
No Urgent Place,Friend(s),Snowy,30.763788795634532,2PM,1d,Male,41,Single,-0.011641502318144923,Bachelors degree,Business & Financial,$62500 - $74999,,1,-0.9478044834039968,3,0.2143416811443249,1.0704907170369762,0.47350387792431314,171
Work,Friend(s),Sunny,79.72495537654947,2PM,1d,Female,21,Single,-0.03489519071408362,Some college - no degree,Life Physical Social Science,Less than $12500,,1,1.3247755024278693,1,0.30809790866754233,0.9347133032808133,0.11000118316236829,172
Work,Alone,Sunny,80.25333289188369,7AM,1d,Female,36,Single,1.0074835250423377,High School Graduate,Unemployed,Less than $12500,,0,0.9422829666049878,3,0.3179221911269222,0.4701390691631986,0.9604801128304693,173
No Urgent Place,Friend(s),Sunny,79.87918398227909,10PM,1d,Female,21,Single,0.036288605858040966,Associates degree,Sales & Related,$25000 - $37499,,1,1.0748631876357528,3,0.5604835259394856,1.0295261275204863,0.5928750717852336,174
No Urgent Place,Friend(s),Sunny,79.46656077749101,2PM,1d,Male,below21,Single,0.020182012305949803,Some college - no degree,Student,$50000 - $62499,,1,-0.05257029268511741,2,0.09434401947809136,1.0871392923727523,0.41281029165705785,175
Work,Alone,Sunny,80.61715168783408,7AM,2h,Female,below21,Single,0.008069484778216495,Bachelors degree,Student,$12500 - $24999,,1,2.2133670531822296,1,0.45993608036518885,1.5140142968652335,0.7846535099396552,176
No Urgent Place,Friend(s),Sunny,79.87632782825806,6PM,2h,Female,50plus,Married partner,1.0192974764724712,Bachelors degree,Life Physical Social Science,$50000 - $62499,,0,1.1940732992601095,2,0.23041815308836178,0.7688139532404636,0.06077898448242758,177
No Urgent Place,Friend(s),Snowy,30.944203527822854,10PM,2h,Male,50plus,Married partner,0.032027456219718,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,1,0.33578767834285517,1,0.05026490098018766,1.0234342637308202,0.8669988292034406,178
Work,Alone,Sunny,80.5839550990787,7AM,1d,Female,31,Married partner,0.02206405233868065,Some college - no degree,Unemployed,$50000 - $62499,,1,0.9463343890273646,2,0.47628727769601625,1.0370266676994202,0.10840205037060369,179
No Urgent Place,Friend(s),Sunny,78.74543648412087,2PM,1d,Female,31,Single,0.0028419768001974707,Bachelors degree,Unemployed,Less than $12500,,1,-0.6124077394954406,3,0.36778211271677064,0.6915754503613641,0.9596044527767089,180
Work,Alone,Sunny,79.73995360163998,7AM,2h,Female,31,Single,1.018397032852964,Bachelors degree,Production Occupations,$37500 - $49999,,0,0.5751540145888002,3,0.49997799637377477,1.813313041697301,0.5674901344269708,181
No Urgent Place,Partner,Sunny,80.35361565555303,2PM,1d,Female,26,Married partner,-0.01549511480295581,Some college - no degree,Office & Administrative Support,$75000 - $87499,,1,-0.3375691046186881,3,0.6903789368037765,1.0451128409146446,0.27926108111419246,182
No Urgent Place,Friend(s),Sunny,54.94150886661907,10PM,1d,Female,21,Single,1.0031640048376382,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1,0.2061112161353161,0,0.6353786173177393,0.7960272919858477,0.7783936280469057,183
Home,Alone,Sunny,80.70325701307267,10PM,2h,Male,31,Married partner,1.0084921126667472,Graduate degree (Masters or Doctorate),Unemployed,$37500 - $49999,,0,-0.8297286468499004,2,0.20649214785052838,0.616045036170493,0.9419914380529567,184
No Urgent Place,Alone,Sunny,53.43357461165595,6PM,2h,Male,36,Unmarried partner,0.9899867576583344,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,,0,0.9549377593024458,3,0.23160909031545324,1.156007043142835,0.47872364340391205,185
No Urgent Place,Kid(s),Rainy,55.02262779760577,6PM,2h,Female,41,Married partner,1.0303862172646814,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,1,-0.2849527831759009,0,0.3683009109324819,0.5515221739664022,0.4463550325248212,186
